Episode Number,Car x Coordinates,Car y Coordinates,Action,Exploration Rate,Reward,Score
2,71.30955505371094,-2.5270631313323975,1,0.9488418632718294,-0.30000000000000426,29.338709677419217
2,71.32648468017578,-2.4755682945251465,0,0.9483674423401935,-0.30000000000000426,29.038709677419213
2,71.35778045654297,-2.3810057640075684,4,0.9478932586190235,-0.30000000000000426,28.73870967741921
2,71.3752212524414,-2.3283932209014893,0,0.9474193119897141,3.5109677419354797,32.24967741935469
2,71.43560028076172,-2.146292209625244,0,0.9469456023337193,-0.30000000000000426,31.949677419354686
2,71.5330810546875,-1.8517396450042725,0,0.9464721295325524,-0.30000000000000426,31.64967741935468
2,71.6529312133789,-1.4680442810058594,2,0.9459988934677862,-0.30000000000000426,31.349677419354677
2,71.77371978759766,-1.0111514329910278,3,0.9455258940210524,2.9258064516128997,34.27548387096758
2,71.81320190429688,-0.8533706665039062,2,0.9450531310740419,-10,24.275483870967577
3,70.2284164428711,-17.38297462463379,0,0.9450531310740419,7.3819354838709685,7.3819354838709685
3,70.20188903808594,-17.193971633911133,0,0.9445806045085049,3.510967741935486,10.892903225806455
3,70.16104125976562,-16.902873992919922,0,0.9441083142062507,-0.29999999999999893,10.592903225806456
3,70.11327362060547,-16.5625,2,0.9436362600491477,-0.29999999999999893,10.292903225806457
3,70.06477355957031,-16.216876983642578,4,0.9431644419191232,2.925806451612903,13.21870967741936
3,70.040283203125,-16.042316436767578,4,0.9426928596981636,-0.29999999999999893,12.918709677419361
3,70.03067016601562,-15.974380493164062,1,0.9422215132683146,-0.29999999999999893,12.618709677419362
3,70.01683044433594,-15.882863998413086,0,0.9417504025116805,-0.29999999999999893,12.318709677419363
3,70.00104522705078,-15.77308177947998,4,0.9412795273104247,-0.29999999999999893,12.018709677419364
3,69.99974822998047,-15.763678550720215,3,0.9408088875467696,-0.29999999999999893,11.718709677419366
3,69.9993667602539,-15.760546684265137,4,0.9403384831029963,-0.29999999999999893,11.418709677419367
3,69.9993667602539,-15.760540008544922,2,0.9398683138614449,-0.29999999999999893,11.118709677419368
3,69.9993667602539,-15.76053524017334,3,0.9393983797045142,-0.29999999999999893,10.818709677419369
3,69.9993667602539,-15.760531425476074,1,0.938928680514662,-0.29999999999999893,10.51870967741937
3,69.9993667602539,-15.760525703430176,2,0.9384592161744048,-0.29999999999999893,10.21870967741937
3,69.9993667602539,-15.760520935058594,1,0.9379899865663176,-0.29999999999999893,9.918709677419372
3,69.9993667602539,-15.760515213012695,1,0.9375209915730345,-0.29999999999999893,9.618709677419373
3,69.9993667602539,-15.760509490966797,3,0.937052231077248,-0.29999999999999893,9.318709677419374
3,69.99189758300781,-15.707816123962402,0,0.9365837049617094,-0.29999999999999893,9.018709677419375
3,69.97132873535156,-15.561979293823242,3,0.9361154131092286,-0.29999999999999893,8.718709677419376
3,69.9585189819336,-15.468396186828613,4,0.9356473554026741,-0.29999999999999893,8.418709677419377
3,69.95829010009766,-15.466802597045898,4,0.9351795317249728,-0.29999999999999893,8.118709677419378
3,69.95085906982422,-15.414104461669922,0,0.9347119419591103,-0.29999999999999893,7.818709677419379
3,69.9301528930664,-15.268275260925293,1,0.9342445859881309,-0.29999999999999893,7.5187096774193805
3,69.90553283691406,-15.107271194458008,0,0.9337774636951368,3.5109677419354837,11.029677419354865
3,69.87442779541016,-14.897063255310059,1,0.9333105749632893,-0.29999999999999893,10.729677419354866
3,69.83919525146484,-14.687212944030762,3,0.9328439196758077,-0.29999999999999893,10.429677419354867
3,69.80474090576172,-14.464471817016602,0,0.9323774977159699,-0.29999999999999893,10.129677419354868
3,69.77632904052734,-14.276086807250977,4,0.9319113089671119,-0.29999999999999893,9.82967741935487
3,69.7622299194336,-14.182750701904297,0,0.9314453533126285,-0.29999999999999893,9.52967741935487
3,69.73768615722656,-14.021801948547363,1,0.9309796306359722,2.925806451612903,12.455483870967774
3,69.72110748291016,-13.916802406311035,4,0.9305141408206543,-0.29999999999999893,12.155483870967775
3,69.72059631347656,-13.913244247436523,3,0.9300488837502441,-0.29999999999999893,11.855483870967776
3,69.72050476074219,-13.91226863861084,4,0.9295838593083691,-0.29999999999999893,11.555483870967777
3,69.72050476074219,-13.912266731262207,2,0.929119067378715,-0.29999999999999893,11.255483870967778
3,69.71250915527344,-13.859655380249023,0,0.9286545078450257,-0.29999999999999893,10.955483870967779
3,69.69048309326172,-13.714020729064941,3,0.9281901805911033,-0.29999999999999893,10.65548387096778
3,69.67007446289062,-13.567411422729492,1,0.9277260855008077,-0.29999999999999893,10.355483870967781
3,69.64859008789062,-13.420916557312012,2,0.9272622224580573,-0.29999999999999893,10.055483870967782
3,69.62725830078125,-13.274406433105469,3,0.9267985913468284,-0.29999999999999893,9.755483870967783
3,69.61041259765625,-13.127601623535156,1,0.926335192051155,-0.29999999999999893,9.455483870967784
3,69.5911636352539,-12.980920791625977,3,0.9258720244551295,2.925806451612903,12.381290322580687
3,69.57682037353516,-12.833992004394531,2,0.925409088442902,-0.29999999999999893,12.081290322580688
3,69.56831359863281,-12.762012481689453,4,0.9249463838986807,-0.29999999999999893,11.78129032258069
3,69.56822204589844,-12.761405944824219,2,0.9244839107067314,-0.29999999999999893,11.48129032258069
3,69.56819915771484,-12.761240005493164,4,0.9240216687513781,-0.29999999999999893,11.181290322580692
3,69.56819915771484,-12.761240005493164,2,0.9235596579170025,-0.29999999999999893,10.881290322580693
3,69.56819915771484,-12.761240005493164,3,0.923097878088044,-0.29999999999999893,10.581290322580694
3,69.56819915771484,-12.761240005493164,4,0.9226363291490001,-0.29999999999999893,10.281290322580695
3,69.56819915771484,-12.761240005493164,4,0.9221750109844257,-0.29999999999999893,9.981290322580696
3,69.56819915771484,-12.761240005493164,1,0.9217139234789336,-0.29999999999999893,9.681290322580697
3,69.56819915771484,-12.761240005493164,3,0.9212530665171942,-0.29999999999999893,9.381290322580698
3,69.56819915771484,-12.761240005493164,4,0.9207924399839357,-0.29999999999999893,9.0812903225807
3,69.56819915771484,-12.761240005493164,1,0.9203320437639437,-0.29999999999999893,8.7812903225807
3,69.56819915771484,-12.761240005493164,1,0.9198718777420618,-0.29999999999999893,8.481290322580701
3,69.56819915771484,-12.761240005493164,2,0.9194119418031909,-0.29999999999999893,8.181290322580702
3,69.56819915771484,-12.761240005493164,3,0.9189522358322894,-0.29999999999999893,7.881290322580703
3,69.56121063232422,-12.708484649658203,0,0.9184927597143733,-0.29999999999999893,7.5812903225807045
3,69.54814147949219,-12.609848022460938,4,0.9180335133345161,-0.29999999999999893,7.2812903225807055
3,69.54085540771484,-12.554890632629395,0,0.917574496577849,-0.29999999999999893,6.981290322580707
3,69.521240234375,-12.407962799072266,1,0.9171157093295601,-0.29999999999999893,6.681290322580708
3,69.49907684326172,-12.260765075683594,1,0.9166571514748953,-0.2999999999999994,6.381290322580709
3,69.47217559814453,-12.115368843078613,2,0.916198822899158,-0.30000000000000027,6.081290322580708
3,69.457763671875,-12.031844139099121,4,0.9157407234877085,2.925806451612904,9.007096774193613
3,69.45748901367188,-12.029949188232422,2,0.9152828531259647,-0.29999999999999893,8.707096774193614
3,69.4572982788086,-12.02855110168457,3,0.9148252116994018,-0.29999999999999893,8.407096774193615
3,69.44961547851562,-11.975241661071777,0,0.9143677990935521,-0.29999999999999893,8.107096774193616
3,69.4283447265625,-11.82902717590332,2,0.9139106151940054,-0.29999999999999893,7.807096774193617
3,69.40475463867188,-11.667236328125,0,0.9134536598864085,-0.29999999999999893,7.507096774193618
3,69.36888885498047,-11.421215057373047,0,0.9129969330564653,-0.29999999999999893,7.207096774193619
3,69.33134460449219,-11.163697242736816,4,0.9125404345899372,-0.29999999999999893,6.9070967741936204
3,69.31047821044922,-11.020517349243164,2,0.9120841643726423,2.925806451612904,9.832903225806525
3,69.28946685791016,-10.878434181213379,1,0.911628122290456,-0.29999999999999893,9.532903225806526
3,69.27642059326172,-10.79480266571045,4,0.9111723082293108,-0.29999999999999893,9.232903225806528
3,69.27626037597656,-10.793680191040039,4,0.9107167220751963,-0.29999999999999893,8.932903225806529
3,69.27626037597656,-10.79367733001709,2,0.9102613637141588,-0.29999999999999893,8.63290322580653
3,69.27626037597656,-10.79367446899414,2,0.9098062330323018,-0.29999999999999893,8.33290322580653
3,69.27626037597656,-10.793673515319824,4,0.9093513299157857,-0.29999999999999893,8.032903225806532
3,69.27626037597656,-10.793673515319824,4,0.9088966542508279,-0.29999999999999893,7.732903225806533
3,69.27626037597656,-10.793673515319824,1,0.9084422059237025,-0.29999999999999893,7.432903225806534
3,69.27626037597656,-10.793673515319824,4,0.9079879848207407,-0.29999999999999893,7.132903225806535
3,69.27626037597656,-10.793673515319824,2,0.9075339908283304,-0.29999999999999893,6.832903225806536
3,69.27626037597656,-10.793673515319824,3,0.9070802238329163,-0.29999999999999893,6.532903225806537
3,69.27626037597656,-10.793673515319824,1,0.9066266837209999,-0.2999999999999998,6.232903225806537
3,69.27626037597656,-10.793673515319824,3,0.9061733703791394,-0.30000000000000027,5.9329032258065375
3,69.27626037597656,-10.793673515319824,1,0.9057202836939499,-0.30000000000000027,5.632903225806537
3,69.26852416992188,-10.741023063659668,0,0.9052674235521029,-0.30000000000000027,5.332903225806536
3,69.24722290039062,-10.595281600952148,3,0.9048147898403269,-0.30000000000000027,5.032903225806535
3,69.22754669189453,-10.448573112487793,1,0.9043623824454068,-0.30000000000000027,4.732903225806535
3,69.2151870727539,-10.360114097595215,4,0.9039102012541841,-0.30000000000000027,4.432903225806534
3,69.21484375,-10.35775089263916,2,0.9034582461535571,-0.30000000000000027,4.132903225806533
3,69.21475219726562,-10.357105255126953,4,0.9030065170304803,-0.30000000000000027,3.832903225806533
3,69.21475219726562,-10.357104301452637,4,0.9025550137719651,-0.30000000000000027,3.5329032258065327
3,69.21475219726562,-10.357104301452637,1,0.9021037362650792,-0.30000000000000004,3.232903225806533
3,69.21475219726562,-10.357104301452637,1,0.9016526843969468,-0.29999999999999993,2.932903225806533
3,69.21475219726562,-10.357104301452637,3,0.9012018580547484,-0.29999999999999993,2.6329032258065332
3,69.21475219726562,-10.357104301452637,4,0.900751257125721,-0.30000000000000004,2.3329032258065334
3,69.21475219726562,-10.357104301452637,4,0.9003008814971583,-0.30000000000000004,2.0329032258065336
3,69.21475219726562,-10.357104301452637,4,0.8998507310564098,-0.29999999999999993,1.7329032258065338
3,69.21475219726562,-10.357104301452637,3,0.8994008056908817,-0.29999999999999993,1.432903225806534
3,69.21475219726562,-10.357104301452637,3,0.8989511052880362,-0.30000000000000027,1.1329032258065337
3,69.21475219726562,-10.357104301452637,1,0.8985016297353923,-0.30000000000000027,0.8329032258065334
3,69.21475219726562,-10.357104301452637,4,0.8980523789205246,-0.30000000000000027,0.5329032258065332
3,69.21475219726562,-10.357104301452637,4,0.8976033527310644,-0.30000000000000004,0.2329032258065331
3,69.21475219726562,-10.357104301452637,4,0.8971545510546989,-0.30000000000000027,-0.06709677419346716
4,70.23596954345703,-17.435653686523438,1,0.8971545510546989,6.151612903225807,6.151612903225807
4,70.23596954345703,-17.435653686523438,3,0.8967059737791716,-0.29999999999999893,5.851612903225808
4,70.23596954345703,-17.435653686523438,4,0.8962576207922821,-0.29999999999999893,5.551612903225809
4,70.23596954345703,-17.435653686523438,1,0.895809491981886,-0.29999999999999893,5.25161290322581
4,70.23596954345703,-17.435653686523438,3,0.8953615872358951,-0.29999999999999893,4.951612903225811
4,70.23596954345703,-17.435653686523438,2,0.8949139064422772,-0.29999999999999893,4.6516129032258124
4,70.23596954345703,-17.435653686523438,4,0.8944664494890561,-0.29999999999999893,4.3516129032258135
4,70.23596954345703,-17.435653686523438,3,0.8940192162643116,-0.29999999999999893,4.051612903225815
4,70.23596954345703,-17.435653686523438,2,0.8935722066561794,-0.30000000000000027,3.7516129032258143
4,70.23596954345703,-17.435653686523438,1,0.8931254205528514,-0.30000000000000027,3.451612903225814
4,70.23596954345703,-17.435653686523438,2,0.8926788578425751,-0.30000000000000027,3.1516129032258138
4,70.23596954345703,-17.435653686523438,3,0.8922325184136538,-0.30000000000000027,2.8516129032258135
4,70.23596954345703,-17.435653686523438,1,0.891786402154447,-0.30000000000000027,2.5516129032258132
4,70.23596954345703,-17.435653686523438,1,0.8913405089533699,-0.30000000000000027,2.251612903225813
4,70.23596954345703,-17.435653686523438,3,0.8908948386988933,-0.30000000000000027,1.9516129032258127
4,70.23596954345703,-17.435653686523438,4,0.8904493912795439,-0.30000000000000027,1.6516129032258124
4,70.23596954345703,-17.435653686523438,3,0.8900041665839042,-0.30000000000000027,1.3516129032258122
4,70.23596954345703,-17.435653686523438,3,0.8895591645006123,-0.30000000000000027,1.051612903225812
4,70.23596954345703,-17.435653686523438,4,0.889114384918362,-0.29999999999999993,0.751612903225812
4,70.23596954345703,-17.435653686523438,2,0.8886698277259029,-0.29999999999999993,0.45161290322581205
4,70.22856140136719,-17.382953643798828,0,0.88822549281204,-0.29999999999999993,0.1516129032258121
4,70.20819091796875,-17.237079620361328,3,0.887781380065634,2.9258064516129028,3.0774193548387148
4,70.18943786621094,-17.09025001525879,1,0.8873374893756012,-0.30000000000000027,2.7774193548387145
4,70.16919708251953,-16.943593978881836,1,0.8868938206309135,-0.30000000000000027,2.4774193548387142
4,70.1426773071289,-16.78171730041504,0,0.8864503737205981,-0.30000000000000027,2.177419354838714
4,70.11042022705078,-16.56686782836914,1,0.8860071485337379,-0.30000000000000027,1.8774193548387137
4,70.07279205322266,-16.35262680053711,2,0.885564144959471,-0.30000000000000027,1.5774193548387134
4,70.03778076171875,-16.137720108032227,1,0.8851213628869913,2.925806451612903,4.503225806451617
4,69.9936752319336,-15.9114408493042,0,0.8846788022055478,-0.29999999999999893,4.203225806451618
4,69.96057891845703,-15.720654487609863,4,0.8842364628044451,-0.2999999999999994,3.9032258064516188
4,69.95020294189453,-15.657776832580566,3,0.883794344573043,-0.30000000000000027,3.6032258064516185
4,69.94621276855469,-15.632447242736816,4,0.8833524474007565,-0.30000000000000027,3.3032258064516182
4,69.94620513916016,-15.632397651672363,4,0.8829107711770562,-0.30000000000000027,3.003225806451618
4,69.94620513916016,-15.632397651672363,4,0.8824693157914677,-0.30000000000000027,2.7032258064516177
4,69.94620513916016,-15.632397651672363,1,0.882028081133572,-0.30000000000000027,2.4032258064516174
4,69.94620513916016,-15.632397651672363,3,0.8815870670930053,-0.30000000000000027,2.103225806451617
4,69.94620513916016,-15.632397651672363,4,0.8811462735594588,-0.30000000000000027,1.803225806451617
4,69.94620513916016,-15.632397651672363,4,0.8807057004226791,-0.30000000000000027,1.5032258064516166
4,69.94620513916016,-15.632397651672363,2,0.8802653475724679,-0.30000000000000027,1.2032258064516164
4,69.94620513916016,-15.632397651672363,4,0.8798252148986817,-0.30000000000000016,0.9032258064516162
4,69.94620513916016,-15.632397651672363,4,0.8793853022912325,-0.29999999999999993,0.6032258064516163
4,69.93746185302734,-15.579902648925781,0,0.8789456096400869,-0.29999999999999993,0.30322580645161634
